1,2,3,4,g,6,t,8,col_value
braided,4.2,atoms,gamma:,0,varphi:,0.086,pingjunzhi:,0.000275489
braided,4.2,atoms,gamma:,0,varphi:,0.088,pingjunzhi:,0.000285214
braided,4.2,atoms,gamma:,0,varphi:,0.09,pingjunzhi:,0.000307681
braided,4.2,atoms,gamma:,0,varphi:,0.092,pingjunzhi:,0.000301984
braided,4.2,atoms,gamma:,0,varphi:,0.094,pingjunzhi:,0.000339654
braided,4.2,atoms,gamma:,0,varphi:,0.096,pingjunzhi:,0.000314854
braided,4.2,atoms,gamma:,0,varphi:,0.098,pingjunzhi:,0.000337473
braided,4.2,atoms,gamma:,0,varphi:,0.1,pingjunzhi:,0.000411184
braided,4.2,atoms,gamma:,0,varphi:,0.102,pingjunzhi:,0.000365084
braided,4.2,atoms,gamma:,0,varphi:,0.104,pingjunzhi:,0.000342908
braided,4.2,atoms,gamma:,0,varphi:,0.106,pingjunzhi:,0.000388352
braided,4.2,atoms,gamma:,0,varphi:,0.108,pingjunzhi:,0.000421887
braided,4.2,atoms,gamma:,0,varphi:,0.11,pingjunzhi:,0.000493915
braided,4.2,atoms,gamma:,0,varphi:,0.112,pingjunzhi:,0.000438605
braided,4.2,atoms,gamma:,0,varphi:,0.114,pingjunzhi:,0.000550847
braided,4.2,atoms,gamma:,0,varphi:,0.116,pingjunzhi:,0.000494443
braided,4.2,atoms,gamma:,0,varphi:,0.118,pingjunzhi:,0.000421895
braided,4.2,atoms,gamma:,0,varphi:,0.12,pingjunzhi:,0.000552597
braided,4.2,atoms,gamma:,0,varphi:,0.122,pingjunzhi:,0.000551475
braided,4.2,atoms,gamma:,0,varphi:,0.124,pingjunzhi:,0.000586222
braided,4.2,atoms,gamma:,0,varphi:,0.126,pingjunzhi:,0.000556133
braided,4.2,atoms,gamma:,0,varphi:,0.128,pingjunzhi:,0.000499978
braided,4.2,atoms,gamma:,0,varphi:,0.13,pingjunzhi:,0.000597604
braided,4.2,atoms,gamma:,0,varphi:,0.132,pingjunzhi:,0.000498041
braided,4.2,atoms,gamma:,0,varphi:,0.134,pingjunzhi:,0.000649349
braided,4.2,atoms,gamma:,0,varphi:,0.136,pingjunzhi:,0.000600977
braided,4.2,atoms,gamma:,0,varphi:,0.138,pingjunzhi:,0.000859895
braided,4.2,atoms,gamma:,0,varphi:,0.14,pingjunzhi:,0.000838714
braided,4.2,atoms,gamma:,0,varphi:,0.142,pingjunzhi:,0.000780476
braided,4.2,atoms,gamma:,0,varphi:,0.144,pingjunzhi:,0.00092776
braided,4.2,atoms,gamma:,0,varphi:,0.146,pingjunzhi:,0.000929668
braided,4.2,atoms,gamma:,0,varphi:,0.148,pingjunzhi:,0.000699067
braided,4.2,atoms,gamma:,0,varphi:,0.15,pingjunzhi:,0.000784449
braided,4.2,atoms,gamma:,0,varphi:,0.152,pingjunzhi:,0.000999239
braided,4.2,atoms,gamma:,0,varphi:,0.154,pingjunzhi:,0.000872731
braided,4.2,atoms,gamma:,0,varphi:,0.156,pingjunzhi:,0.000926163
braided,4.2,atoms,gamma:,0,varphi:,0.158,pingjunzhi:,0.001078642
braided,4.2,atoms,gamma:,0,varphi:,0.16,pingjunzhi:,0.00111399
braided,4.2,atoms,gamma:,0,varphi:,0.162,pingjunzhi:,0.00113803
braided,4.2,atoms,gamma:,0,varphi:,0.164,pingjunzhi:,0.000880901
braided,4.2,atoms,gamma:,0,varphi:,0.166,pingjunzhi:,0.001078151
braided,4.2,atoms,gamma:,0,varphi:,0.168,pingjunzhi:,0.000981682
braided,4.2,atoms,gamma:,0,varphi:,0.17,pingjunzhi:,0.001069312
braided,4.2,atoms,gamma:,0,varphi:,0.172,pingjunzhi:,0.001116494
braided,4.2,atoms,gamma:,0,varphi:,0.174,pingjunzhi:,0.000995343
braided,4.2,atoms,gamma:,0,varphi:,0.176,pingjunzhi:,0.001119886
braided,4.2,atoms,gamma:,0,varphi:,0.178,pingjunzhi:,0.001133979
braided,4.2,atoms,gamma:,0,varphi:,0.18,pingjunzhi:,0.001292114
braided,4.2,atoms,gamma:,0,varphi:,0.182,pingjunzhi:,0.001195182
braided,4.2,atoms,gamma:,0,varphi:,0.184,pingjunzhi:,0.001076006
braided,4.2,atoms,gamma:,0,varphi:,0.186,pingjunzhi:,0.001231787
braided,4.2,atoms,gamma:,0,varphi:,0.188,pingjunzhi:,0.001279734
braided,4.2,atoms,gamma:,0,varphi:,0.19,pingjunzhi:,0.001382322
braided,4.2,atoms,gamma:,0,varphi:,0.192,pingjunzhi:,0.001435426
braided,4.2,atoms,gamma:,0,varphi:,0.194,pingjunzhi:,0.00131797
braided,4.2,atoms,gamma:,0,varphi:,0.196,pingjunzhi:,0.00149047
braided,4.2,atoms,gamma:,0,varphi:,0.198,pingjunzhi:,0.001428587
braided,4.2,atoms,gamma:,0,varphi:,0.2,pingjunzhi:,0.001504012
braided,4.2,atoms,gamma:,0,varphi:,0.202,pingjunzhi:,0.001506021
braided,4.2,atoms,gamma:,0,varphi:,0.204,pingjunzhi:,0.001381947
braided,4.2,atoms,gamma:,0,varphi:,0.206,pingjunzhi:,0.001548935
braided,4.2,atoms,gamma:,0,varphi:,0.208,pingjunzhi:,0.00164608
braided,4.2,atoms,gamma:,0,varphi:,0.21,pingjunzhi:,0.001463306
braided,4.2,atoms,gamma:,0,varphi:,0.212,pingjunzhi:,0.001501009
braided,4.2,atoms,gamma:,0,varphi:,0.214,pingjunzhi:,0.001756073
braided,4.2,atoms,gamma:,0,varphi:,0.216,pingjunzhi:,0.001515678
braided,4.2,atoms,gamma:,0,varphi:,0.218,pingjunzhi:,0.001975767
braided,4.2,atoms,gamma:,0,varphi:,0.22,pingjunzhi:,0.001666309
braided,4.2,atoms,gamma:,0,varphi:,0.222,pingjunzhi:,0.001899791
braided,4.2,atoms,gamma:,0,varphi:,0.224,pingjunzhi:,0.002315544
braided,4.2,atoms,gamma:,0,varphi:,0.226,pingjunzhi:,0.001900771
braided,4.2,atoms,gamma:,0,varphi:,0.228,pingjunzhi:,0.001831161
braided,4.2,atoms,gamma:,0,varphi:,0.23,pingjunzhi:,0.001730157
braided,4.2,atoms,gamma:,0,varphi:,0.232,pingjunzhi:,0.001834842
braided,4.2,atoms,gamma:,0,varphi:,0.234,pingjunzhi:,0.001600959
braided,4.2,atoms,gamma:,0,varphi:,0.236,pingjunzhi:,0.001987638
braided,4.2,atoms,gamma:,0,varphi:,0.238,pingjunzhi:,0.002171414
braided,4.2,atoms,gamma:,0,varphi:,0.24,pingjunzhi:,0.002072065
braided,4.2,atoms,gamma:,0,varphi:,0.242,pingjunzhi:,0.002222116
braided,4.2,atoms,gamma:,0,varphi:,0.244,pingjunzhi:,0.0019065
braided,4.2,atoms,gamma:,0,varphi:,0.246,pingjunzhi:,0.002149279
braided,4.2,atoms,gamma:,0,varphi:,0.248,pingjunzhi:,0.001954767
braided,4.2,atoms,gamma:,0,varphi:,0.25,pingjunzhi:,0.00199954
braided,4.2,atoms,gamma:,0,varphi:,0.252,pingjunzhi:,0.001928504
braided,4.2,atoms,gamma:,0,varphi:,0.254,pingjunzhi:,0.002129684
braided,4.2,atoms,gamma:,0,varphi:,0.256,pingjunzhi:,0.002146277
braided,4.2,atoms,gamma:,0,varphi:,0.258,pingjunzhi:,0.002496767
braided,4.2,atoms,gamma:,0,varphi:,0.26,pingjunzhi:,0.002631834
braided,4.2,atoms,gamma:,0,varphi:,0.262,pingjunzhi:,0.00244133
braided,4.2,atoms,gamma:,0,varphi:,0.264,pingjunzhi:,0.001924376
braided,4.2,atoms,gamma:,0,varphi:,0.266,pingjunzhi:,0.002024703
braided,4.2,atoms,gamma:,0,varphi:,0.268,pingjunzhi:,0.002729265
braided,4.2,atoms,gamma:,0,varphi:,0.27,pingjunzhi:,0.002620991
braided,4.2,atoms,gamma:,0,varphi:,0.272,pingjunzhi:,0.002424464
braided,4.2,atoms,gamma:,0,varphi:,0.274,pingjunzhi:,0.002837147
braided,4.2,atoms,gamma:,0,varphi:,0.276,pingjunzhi:,0.003028264
braided,4.2,atoms,gamma:,0,varphi:,0.278,pingjunzhi:,0.0024921
braided,4.2,atoms,gamma:,0,varphi:,0.28,pingjunzhi:,0.002496728
braided,4.2,atoms,gamma:,0,varphi:,0.282,pingjunzhi:,0.002804044
braided,4.2,atoms,gamma:,0,varphi:,0.284,pingjunzhi:,0.003092016
braided,4.2,atoms,gamma:,0,varphi:,0.286,pingjunzhi:,0.002768432
braided,4.2,atoms,gamma:,0,varphi:,0.288,pingjunzhi:,0.002736632
braided,4.2,atoms,gamma:,0,varphi:,0.29,pingjunzhi:,0.003156449
braided,4.2,atoms,gamma:,0,varphi:,0.292,pingjunzhi:,0.002980127
braided,4.2,atoms,gamma:,0,varphi:,0.294,pingjunzhi:,0.003323072
braided,4.2,atoms,gamma:,0,varphi:,0.296,pingjunzhi:,0.002820993
braided,4.2,atoms,gamma:,0,varphi:,0.298,pingjunzhi:,0.002840378
braided,4.2,atoms,gamma:,0,varphi:,0.3,pingjunzhi:,0.002535811
braided,4.2,atoms,gamma:,0.002,varphi:,0,pingjunzhi:,4.70E-08
braided,4.2,atoms,gamma:,0.002,varphi:,0.002,pingjunzhi:,2.15E-07
braided,4.2,atoms,gamma:,0.002,varphi:,0.004,pingjunzhi:,6.73E-07
braided,4.2,atoms,gamma:,0.002,varphi:,0.006,pingjunzhi:,1.41E-06
braided,4.2,atoms,gamma:,0.002,varphi:,0.008,pingjunzhi:,2.07E-06
braided,4.2,atoms,gamma:,0.002,varphi:,0.01,pingjunzhi:,3.86E-06
braided,4.2,atoms,gamma:,0.002,varphi:,0.012,pingjunzhi:,6.03E-06
braided,4.2,atoms,gamma:,0.002,varphi:,0.014,pingjunzhi:,8.12E-06
braided,4.2,atoms,gamma:,0.002,varphi:,0.016,pingjunzhi:,1.20E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.018,pingjunzhi:,1.16E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.02,pingjunzhi:,1.75E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.022,pingjunzhi:,1.89E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.024,pingjunzhi:,2.11E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.026,pingjunzhi:,2.40E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.028,pingjunzhi:,3.18E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.03,pingjunzhi:,3.36E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.032,pingjunzhi:,3.66E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.034,pingjunzhi:,5.60E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.036,pingjunzhi:,4.49E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.038,pingjunzhi:,6.20E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.04,pingjunzhi:,7.21E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.042,pingjunzhi:,6.37E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.044,pingjunzhi:,7.09E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.046,pingjunzhi:,7.56E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.048,pingjunzhi:,7.12E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.05,pingjunzhi:,9.44E-05
braided,4.2,atoms,gamma:,0.002,varphi:,0.052,pingjunzhi:,0.000105972
braided,4.2,atoms,gamma:,0.002,varphi:,0.054,pingjunzhi:,0.000120081
braided,4.2,atoms,gamma:,0.002,varphi:,0.056,pingjunzhi:,0.000125551
braided,4.2,atoms,gamma:,0.002,varphi:,0.058,pingjunzhi:,0.000153165
braided,4.2,atoms,gamma:,0.002,varphi:,0.06,pingjunzhi:,0.000146704
braided,4.2,atoms,gamma:,0.002,varphi:,0.062,pingjunzhi:,0.000137121
braided,4.2,atoms,gamma:,0.002,varphi:,0.064,pingjunzhi:,0.000144669
braided,4.2,atoms,gamma:,0.002,varphi:,0.066,pingjunzhi:,0.000185447
braided,4.2,atoms,gamma:,0.002,varphi:,0.068,pingjunzhi:,0.000213496
braided,4.2,atoms,gamma:,0.002,varphi:,0.07,pingjunzhi:,0.000175961
braided,4.2,atoms,gamma:,0.002,varphi:,0.072,pingjunzhi:,0.000206943
braided,4.2,atoms,gamma:,0.002,varphi:,0.074,pingjunzhi:,0.000155371
braided,4.2,atoms,gamma:,0.002,varphi:,0.076,pingjunzhi:,0.000237635
braided,4.2,atoms,gamma:,0.002,varphi:,0.078,pingjunzhi:,0.000284015
braided,4.2,atoms,gamma:,0.002,varphi:,0.08,pingjunzhi:,0.000240873
braided,4.2,atoms,gamma:,0.002,varphi:,0.082,pingjunzhi:,0.000213941
braided,4.2,atoms,gamma:,0.002,varphi:,0.084,pingjunzhi:,0.000228837
braided,4.2,atoms,gamma:,0.002,varphi:,0.086,pingjunzhi:,0.000250993
braided,4.2,atoms,gamma:,0.002,varphi:,0.088,pingjunzhi:,0.000292839
braided,4.2,atoms,gamma:,0.002,varphi:,0.09,pingjunzhi:,0.000296588
braided,4.2,atoms,gamma:,0.002,varphi:,0.092,pingjunzhi:,0.000282662
braided,4.2,atoms,gamma:,0.002,varphi:,0.094,pingjunzhi:,0.000319435
braided,4.2,atoms,gamma:,0.002,varphi:,0.096,pingjunzhi:,0.000390515
braided,4.2,atoms,gamma:,0.002,varphi:,0.098,pingjunzhi:,0.000393636
braided,4.2,atoms,gamma:,0.002,varphi:,0.1,pingjunzhi:,0.000347055
braided,4.2,atoms,gamma:,0.002,varphi:,0.102,pingjunzhi:,0.000361752
braided,4.2,atoms,gamma:,0.002,varphi:,0.104,pingjunzhi:,0.000488775
braided,4.2,atoms,gamma:,0.002,varphi:,0.106,pingjunzhi:,0.000535914
braided,4.2,atoms,gamma:,0.002,varphi:,0.108,pingjunzhi:,0.000401537
braided,4.2,atoms,gamma:,0.002,varphi:,0.11,pingjunzhi:,0.000411523
braided,4.2,atoms,gamma:,0.002,varphi:,0.112,pingjunzhi:,0.000564867
braided,4.2,atoms,gamma:,0.002,varphi:,0.114,pingjunzhi:,0.000466912
braided,4.2,atoms,gamma:,0.002,varphi:,0.116,pingjunzhi:,0.000470992
braided,4.2,atoms,gamma:,0.002,varphi:,0.118,pingjunzhi:,0.000411968
braided,4.2,atoms,gamma:,0.002,varphi:,0.12,pingjunzhi:,0.000632221
braided,4.2,atoms,gamma:,0.002,varphi:,0.122,pingjunzhi:,0.000619104
braided,4.2,atoms,gamma:,0.002,varphi:,0.124,pingjunzhi:,0.000584097
braided,4.2,atoms,gamma:,0.002,varphi:,0.126,pingjunzhi:,0.000577502
braided,4.2,atoms,gamma:,0.002,varphi:,0.128,pingjunzhi:,0.000683222
braided,4.2,atoms,gamma:,0.002,varphi:,0.13,pingjunzhi:,0.000622636
braided,4.2,atoms,gamma:,0.002,varphi:,0.132,pingjunzhi:,0.000736357
braided,4.2,atoms,gamma:,0.002,varphi:,0.134,pingjunzhi:,0.000709378
braided,4.2,atoms,gamma:,0.002,varphi:,0.136,pingjunzhi:,0.000682844
braided,4.2,atoms,gamma:,0.002,varphi:,0.138,pingjunzhi:,0.000660725
braided,4.2,atoms,gamma:,0.002,varphi:,0.14,pingjunzhi:,0.000697811
braided,4.2,atoms,gamma:,0.002,varphi:,0.142,pingjunzhi:,0.000719592
braided,4.2,atoms,gamma:,0.002,varphi:,0.144,pingjunzhi:,0.000854672
braided,4.2,atoms,gamma:,0.002,varphi:,0.146,pingjunzhi:,0.000912891
braided,4.2,atoms,gamma:,0.002,varphi:,0.148,pingjunzhi:,0.000672055
braided,4.2,atoms,gamma:,0.002,varphi:,0.15,pingjunzhi:,0.00080898
braided,4.2,atoms,gamma:,0.002,varphi:,0.152,pingjunzhi:,0.000866541
braided,4.2,atoms,gamma:,0.002,varphi:,0.154,pingjunzhi:,0.000701707
braided,4.2,atoms,gamma:,0.002,varphi:,0.156,pingjunzhi:,0.000894208
braided,4.2,atoms,gamma:,0.002,varphi:,0.158,pingjunzhi:,0.000874554
braided,4.2,atoms,gamma:,0.002,varphi:,0.16,pingjunzhi:,0.00105615
braided,4.2,atoms,gamma:,0.002,varphi:,0.162,pingjunzhi:,0.001117347
braided,4.2,atoms,gamma:,0.002,varphi:,0.164,pingjunzhi:,0.000913629
braided,4.2,atoms,gamma:,0.002,varphi:,0.166,pingjunzhi:,0.001011128
braided,4.2,atoms,gamma:,0.002,varphi:,0.168,pingjunzhi:,0.001143676
braided,4.2,atoms,gamma:,0.002,varphi:,0.17,pingjunzhi:,0.000794913
braided,4.2,atoms,gamma:,0.002,varphi:,0.172,pingjunzhi:,0.001080662
braided,4.2,atoms,gamma:,0.002,varphi:,0.174,pingjunzhi:,0.00103766
braided,4.2,atoms,gamma:,0.002,varphi:,0.176,pingjunzhi:,0.001206966
braided,4.2,atoms,gamma:,0.002,varphi:,0.178,pingjunzhi:,0.001026379
braided,4.2,atoms,gamma:,0.002,varphi:,0.18,pingjunzhi:,0.001387449
braided,4.2,atoms,gamma:,0.002,varphi:,0.182,pingjunzhi:,0.001038753
braided,4.2,atoms,gamma:,0.002,varphi:,0.184,pingjunzhi:,0.001178863
braided,4.2,atoms,gamma:,0.002,varphi:,0.186,pingjunzhi:,0.001361884
braided,4.2,atoms,gamma:,0.002,varphi:,0.188,pingjunzhi:,0.001355544
braided,4.2,atoms,gamma:,0.002,varphi:,0.19,pingjunzhi:,0.001193597
braided,4.2,atoms,gamma:,0.002,varphi:,0.192,pingjunzhi:,0.001615015
braided,4.2,atoms,gamma:,0.002,varphi:,0.194,pingjunzhi:,0.001325834
braided,4.2,atoms,gamma:,0.002,varphi:,0.196,pingjunzhi:,0.001105109
braided,4.2,atoms,gamma:,0.002,varphi:,0.198,pingjunzhi:,0.001351071
braided,4.2,atoms,gamma:,0.002,varphi:,0.2,pingjunzhi:,0.001141846
braided,4.2,atoms,gamma:,0.002,varphi:,0.202,pingjunzhi:,0.00117545
braided,4.2,atoms,gamma:,0.002,varphi:,0.204,pingjunzhi:,0.001355673
braided,4.2,atoms,gamma:,0.002,varphi:,0.206,pingjunzhi:,0.001360767
braided,4.2,atoms,gamma:,0.002,varphi:,0.208,pingjunzhi:,0.001387801
braided,4.2,atoms,gamma:,0.002,varphi:,0.21,pingjunzhi:,0.001671024
braided,4.2,atoms,gamma:,0.002,varphi:,0.212,pingjunzhi:,0.001695592
braided,4.2,atoms,gamma:,0.002,varphi:,0.214,pingjunzhi:,0.001379827
braided,4.2,atoms,gamma:,0.002,varphi:,0.216,pingjunzhi:,0.00165241
braided,4.2,atoms,gamma:,0.002,varphi:,0.218,pingjunzhi:,0.002066156
braided,4.2,atoms,gamma:,0.002,varphi:,0.22,pingjunzhi:,0.001766387
braided,4.2,atoms,gamma:,0.002,varphi:,0.222,pingjunzhi:,0.002076051
braided,4.2,atoms,gamma:,0.002,varphi:,0.224,pingjunzhi:,0.001723958
braided,4.2,atoms,gamma:,0.002,varphi:,0.226,pingjunzhi:,0.001940419
braided,4.2,atoms,gamma:,0.002,varphi:,0.228,pingjunzhi:,0.001457794
braided,4.2,atoms,gamma:,0.002,varphi:,0.23,pingjunzhi:,0.001609396
braided,4.2,atoms,gamma:,0.002,varphi:,0.232,pingjunzhi:,0.00216506
braided,4.2,atoms,gamma:,0.002,varphi:,0.234,pingjunzhi:,0.001788113
braided,4.2,atoms,gamma:,0.002,varphi:,0.236,pingjunzhi:,0.002006005
braided,4.2,atoms,gamma:,0.002,varphi:,0.238,pingjunzhi:,0.002126809
braided,4.2,atoms,gamma:,0.002,varphi:,0.24,pingjunzhi:,0.001833939
braided,4.2,atoms,gamma:,0.002,varphi:,0.242,pingjunzhi:,0.002064732
braided,4.2,atoms,gamma:,0.002,varphi:,0.244,pingjunzhi:,0.002116484
braided,4.2,atoms,gamma:,0.002,varphi:,0.246,pingjunzhi:,0.001917438
braided,4.2,atoms,gamma:,0.002,varphi:,0.248,pingjunzhi:,0.002446165
braided,4.2,atoms,gamma:,0.002,varphi:,0.25,pingjunzhi:,0.002342884
braided,4.2,atoms,gamma:,0.002,varphi:,0.252,pingjunzhi:,0.002313399
braided,4.2,atoms,gamma:,0.002,varphi:,0.254,pingjunzhi:,0.00242332
braided,4.2,atoms,gamma:,0.002,varphi:,0.256,pingjunzhi:,0.0023687
braided,4.2,atoms,gamma:,0.002,varphi:,0.258,pingjunzhi:,0.002233667
braided,4.2,atoms,gamma:,0.002,varphi:,0.26,pingjunzhi:,0.002384443
braided,4.2,atoms,gamma:,0.002,varphi:,0.262,pingjunzhi:,0.002354146
braided,4.2,atoms,gamma:,0.002,varphi:,0.264,pingjunzhi:,0.002073015
braided,4.2,atoms,gamma:,0.002,varphi:,0.266,pingjunzhi:,0.001989094
braided,4.2,atoms,gamma:,0.002,varphi:,0.268,pingjunzhi:,0.002430851
braided,4.2,atoms,gamma:,0.002,varphi:,0.27,pingjunzhi:,0.002670702
braided,4.2,atoms,gamma:,0.002,varphi:,0.272,pingjunzhi:,0.002216309
braided,4.2,atoms,gamma:,0.002,varphi:,0.274,pingjunzhi:,0.002206824
braided,4.2,atoms,gamma:,0.002,varphi:,0.276,pingjunzhi:,0.002638078
braided,4.2,atoms,gamma:,0.002,varphi:,0.278,pingjunzhi:,0.002401947
braided,4.2,atoms,gamma:,0.002,varphi:,0.28,pingjunzhi:,0.002675993
braided,4.2,atoms,gamma:,0.002,varphi:,0.282,pingjunzhi:,0.002433718
braided,4.2,atoms,gamma:,0.002,varphi:,0.284,pingjunzhi:,0.003162216
braided,4.2,atoms,gamma:,0.002,varphi:,0.286,pingjunzhi:,0.003305973
braided,4.2,atoms,gamma:,0.002,varphi:,0.288,pingjunzhi:,0.00333222
braided,4.2,atoms,gamma:,0.002,varphi:,0.29,pingjunzhi:,0.002611403
braided,4.2,atoms,gamma:,0.002,varphi:,0.292,pingjunzhi:,0.002910301
braided,4.2,atoms,gamma:,0.002,varphi:,0.294,pingjunzhi:,0.002709756
braided,4.2,atoms,gamma:,0.002,varphi:,0.296,pingjunzhi:,0.003119743
braided,4.2,atoms,gamma:,0.002,varphi:,0.298,pingjunzhi:,0.00295687
braided,4.2,atoms,gamma:,0.002,varphi:,0.3,pingjunzhi:,0.003050516
braided,4.2,atoms,gamma:,0.004,varphi:,0,pingjunzhi:,2.45E-07
braided,4.2,atoms,gamma:,0.004,varphi:,0.002,pingjunzhi:,4.35E-07
braided,4.2,atoms,gamma:,0.004,varphi:,0.004,pingjunzhi:,8.29E-07
braided,4.2,atoms,gamma:,0.004,varphi:,0.006,pingjunzhi:,1.41E-06
braided,4.2,atoms,gamma:,0.004,varphi:,0.008,pingjunzhi:,2.95E-06
braided,4.2,atoms,gamma:,0.004,varphi:,0.01,pingjunzhi:,4.19E-06
braided,4.2,atoms,gamma:,0.004,varphi:,0.012,pingjunzhi:,4.80E-06
braided,4.2,atoms,gamma:,0.004,varphi:,0.014,pingjunzhi:,7.13E-06
braided,4.2,atoms,gamma:,0.004,varphi:,0.016,pingjunzhi:,1.01E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.018,pingjunzhi:,1.43E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.02,pingjunzhi:,1.51E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.022,pingjunzhi:,1.62E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.024,pingjunzhi:,2.13E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.026,pingjunzhi:,2.50E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.028,pingjunzhi:,2.59E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.03,pingjunzhi:,4.05E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.032,pingjunzhi:,3.59E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.034,pingjunzhi:,4.80E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.036,pingjunzhi:,5.51E-05
braided,4.2,atoms,gamma:,0.004,varphi:,0.038,pingjunzhi:,4.97E-05
